Gene_ID	Condition	Fit_Value	Fit_T	BGC_Protocore_Gene?
AO353_08975	set3IT072 Dimethyl Sulfoxide 7.5 vol%	-1.094	-4.096	False
AO353_08975	set3IT092 A22 0.01 mg/ml	-1.68	-6.19	False
AO353_08975	set4IT074 1-ethyl-3-methylimidazolium lysine 10.5 mM	-1.385	-5.114	False
AO353_08975	set4IT079 Choline Lysine 12 mM	-1.072	-4.573	False
AO353_08975	set5IT041 outer cut, LB soft agar motility assay	-1.153	-4.363	False
AO353_08975	set6IT058 Minimal media pH6	-1.134	-5.532	False
AO353_08995	set1IT067 propionate (C)	-2.912	-12.927	False
AO353_08995	set1IT076 Trisodium citrate (C)	-1.276	-7.844	False
AO353_08995	set1IT082 propionate (C)	-1.257	-7.466	False
AO353_08995	set2IT015 Ethanol (C)	-1.817	-9.106	False
AO353_08995	set2IT020 D-Trehalose (C)	-1.939	-9.832	False
AO353_08995	set2IT033 Ethanol (C)	-1.728	-9.128	False
AO353_08995	set2IT038 D-Trehalose (C)	-2.53	-11.524	False
AO353_08995	set5IT005 L-Phenylalanine (C)	-1.007	-5.207	False
AO353_09000	set1IT053 D-Glucose (C)	-2.952	-7.57	False
AO353_09000	set1IT054 D-Fructose (C)	-3.361	-8.071	False
AO353_09000	set1IT056 D-Ribose (C)	-3.448	-7.661	False
AO353_09000	set1IT057 a-Ketoglutaric (C)	-3.343	-7.103	False
AO353_09000	set1IT058 D-Gluconic Acid (C)	-3.631	-7.341	False
AO353_09000	set1IT059 acetate (C)	-2.683	-4.814	False
AO353_09000	set1IT060 Fumarate (C)	-3.823	-6.37	False
AO353_09000	set1IT061 Trisodium citrate (C)	-3.132	-7.78	False
AO353_09000	set1IT062 D-Lactate (C)	-3.351	-8.046	False
AO353_09000	set1IT063 L-Lactate (C)	-2.96	-8.034	False
AO353_09000	set1IT064 D,L-Lactate (C)	-3.569	-6.403	False
AO353_09000	set1IT065 pyruvate (C)	-3.131	-6.33	False
AO353_09000	set1IT066 succinate (C)	-3.055	-7.589	False
AO353_09000	set1IT067 propionate (C)	-3.102	-5.566	False
AO353_09000	set1IT068 D-Glucose (C)	-3.38	-6.463	False
AO353_09000	set1IT069 D-Fructose (C)	-3.693	-6.153	False
AO353_09000	set1IT071 D-Ribose (C)	-2.932	-7.519	False
AO353_09000	set1IT072 a-Ketoglutaric (C)	-3.334	-8.006	False
AO353_09000	set1IT073 D-Gluconic Acid (C)	-2.954	-7.093	False
AO353_09000	set1IT074 acetate (C)	-2.679	-5.123	False
AO353_09000	set1IT075 Fumarate (C)	-2.892	-7.184	False
AO353_09000	set1IT076 Trisodium citrate (C)	-4.006	-6.111	False
AO353_09000	set1IT077 D-Lactate (C)	-3.055	-7.336	False
AO353_09000	set1IT078 L-Lactate (C)	-2.672	-7.969	False
AO353_09000	set1IT079 D,L-Lactate (C)	-2.787	-7.949	False
AO353_09000	set1IT080 pyruvate (C)	-2.96	-5.985	False
AO353_09000	set1IT081 succinate (C)	-3.396	-6.092	False
AO353_09000	set1IT082 propionate (C)	-2.777	-4.983	False
AO353_09000	set1IT083 Nickel (II) chloride 0.625 mM	-1.081	-4.272	False
AO353_09000	set1IT084 Cobalt chloride 0.16 mM	-1.492	-5.538	False
AO353_09000	set1IT085 Cobalt chloride 0.32 mM	-1.917	-6.17	False
AO353_09000	set1IT089 Paraquat dichloride 0.032 mg/mL	-1.9	-4.396	False
AO353_09000	set1IT090 Nickel (II) chloride 0.625 mM	-2.014	-5.609	False
AO353_09000	set1IT091 Cobalt chloride 0.16 mM	-1.705	-5.554	False
AO353_09000	set1IT092 Cobalt chloride 0.32 mM	-1.583	-5.294	False
AO353_09000	set2IT014 m-Inositol (C)	-2.832	-4.305	False
AO353_09000	set2IT016 Glycerol (C)	-2.001	-5.639	False
AO353_09000	set2IT018 Tween 20 (C)	-2.487	-4.729	False
AO353_09000	set2IT019 L-Malic (C)	-2.801	-4.646	False
AO353_09000	set2IT020 D-Trehalose (C)	-2.598	-4.94	False
AO353_09000	set2IT021 L-Arginine (C)	-1.698	-5.097	False
AO353_09000	set2IT022 L-Histidine (C)	-2.83	-5.381	False
AO353_09000	set2IT025 L-Glutamic (C)	-2.163	-5.652	False
AO353_09000	set2IT027 L-Asparagine (C)	-2.406	-5.307	False
AO353_09000	set2IT028 L-Glutamine (C)	-2.492	-5.495	False
AO353_09000	set2IT029 L-Proline (C)	-2.564	-5.655	False
AO353_09000	set2IT032 m-Inositol (C)	-2.533	-5.346	False
AO353_09000	set2IT034 Glycerol (C)	-2.472	-5.674	False
AO353_09000	set2IT036 Tween 20 (C)	-2.456	-5.417	False
AO353_09000	set2IT037 L-Malic (C)	-2.762	-4.931	False
AO353_09000	set2IT038 D-Trehalose (C)	-2.306	-4.633	False
AO353_09000	set2IT039 L-Arginine (C)	-1.454	-4.965	False
AO353_09000	set2IT040 L-Histidine (C)	-2.601	-5.736	False
AO353_09000	set2IT043 L-Glutamic (C)	-2.668	-5.631	False
AO353_09000	set2IT045 L-Asparagine (C)	-2.185	-6.158	False
AO353_09000	set3IT050 L-Glutamine (C)	-2.074	-4.251	False
AO353_09000	set3IT051 L-Proline (C)	-2.175	-4.04	False
AO353_09000	set3IT059 Chlorite 0.16 mM	-1.442	-4.728	False
AO353_09000	set3IT062 Chloride 500 mM	-1.323	-4.764	False
AO353_09000	set3IT066 benzoic 0.58 mg/ml	-1.65	-5.149	False
AO353_09000	set3IT080 Tetracycline 0.0008 mg/ml	-1.271	-4.407	False
AO353_09000	set3IT082 Spectinomycin 0.1 mg/ml	-1.143	-4.157	False
AO353_09000	set3IT087 Vancomycin 1 mg/ml	-2.536	-7.154	False
AO353_09000	set3IT090 A22 0.002 mg/ml	-1.632	-4.999	False
AO353_09000	set3IT093 Lomefloxacin 0.001 mM	-1.453	-4.28	False
AO353_09000	set3IT094 D-Cycloserine 0.1 mg/ml	-1.904	-5.724	False
AO353_09000	set4IT054 Vanillin 1.25 mM	-1.748	-5.261	False
AO353_09000	set4IT059 syringaldehyde 5 mM	-1.761	-5.3	False
AO353_09000	set4IT062 LB	-1.528	-5.42	False
AO353_09000	set4IT066 Choline chloride 268.5 mM	-1.634	-4.909	False
AO353_09000	set4IT067 Choline chloride 358 mM	-1.805	-5.326	False
AO353_09000	set4IT068 Cholin acetate 10 mM	-2.094	-5.401	False
AO353_09000	set4IT069 Cholin acetate 19 mM	-1.492	-4.638	False
AO353_09000	set4IT070 Cholin acetate 38 mM	-1.767	-5.213	False
AO353_09000	set4IT071 acetate 17 mM	-1.626	-5.212	False
AO353_09000	set4IT072 acetate 34 mM	-1.516	-4.711	False
AO353_09000	set4IT075 1-ethyl-3-methylimidazolium acetate 15 mM	-1.965	-5.067	False
AO353_09000	set4IT076 1-ethyl-3-methylimidazolium acetate 20 mM	-2.485	-5.431	False
AO353_09000	set4IT077 1-ethyl-3-methylimidazolium acetate 30 mM	-1.718	-5.254	False
AO353_09000	set4IT078 1-ethyl-3-methylimidazolium chloride 170 mM	-1.587	-4.684	False
AO353_09000	set4IT080 LB	-2.453	-5.573	False
AO353_09000	set4IT081 Nalidixic 0.004 mg/ml	-1.481	-4.746	False
AO353_09000	set4IT082 Gentamicin 0.006 mg/ml	-1.433	-4.306	False
AO353_09000	set4IT087 Ceftazidime 0.12 mg/ml	-1.15	-4.114	False
AO353_09000	set4IT088 Benzalkonium Chloride 0.01 mg/ml	-1.658	-4.701	False
AO353_09000	set4IT089 Benzalkonium Chloride 0.012 mg/ml	-1.549	-4.571	False
AO353_09000	set4IT090 LB	-2.179	-5.132	False
AO353_09000	set5IT002 L-Valine (C)	-2.247	-4.291	False
AO353_09000	set5IT003 L-Isoleucine (C)	-2.752	-4.196	False
AO353_09000	set5IT005 L-Phenylalanine (C)	-2.558	-4.258	False
AO353_09000	set5IT006 L-Tryptophan (C)	-2.546	-5.14	False
AO353_09000	set5IT008 D-Alanine (C)	-2.471	-4.719	False
AO353_09000	set5IT009 L-Citrulline (C)	-3.16	-7.008	False
AO353_09000	set5IT010 Carnitine Hydrochloride (C)	-2.638	-5.596	False
AO353_09000	set5IT012 Putrescine (C)	-2.943	-7.051	False
AO353_09000	set5IT014 D-Glucosamine Hydrochloride (C)	-2.959	-6.832	False
AO353_09000	set5IT015 Uridine (C)	-3.025	-6.71	False
AO353_09000	set5IT016 Cytidine (C)	-3.111	-7.185	False
AO353_09000	set5IT017 D-Mannose (C)	-3.574	-5.948	False
AO353_09000	set5IT018 butyrate (C)	-2.4	-6.665	False
AO353_09000	set5IT019 L-Phenylalanine (N)	-2.258	-6.85	False
AO353_09000	set5IT020 L-tyrosine (N)	-2.658	-7.0	False
AO353_09000	set5IT021 L-Tryptophan (N)	-2.732	-7.195	False
AO353_09000	set5IT022 D-Serine (N)	-2.89	-7.164	False
AO353_09000	set5IT023 D-Alanine (N)	-2.755	-6.361	False
AO353_09000	set5IT025 Gly-Glu (N)	-2.254	-4.998	False
AO353_09000	set5IT026 L-Citrulline (N)	-3.109	-6.596	False
AO353_09000	set5IT027 Carnitine Hydrochloride (N)	-2.948	-6.807	False
AO353_09000	set5IT028 Putrescine (N)	-3.611	-5.505	False
AO353_09000	set5IT029 NAG (N)	-2.283	-6.338	False
AO353_09000	set5IT030 D-Glucosamine Hydrochloride (N)	-2.915	-6.464	False
AO353_09000	set5IT031 Parabanic Acid (N)	-1.533	-4.092	False
AO353_09000	set5IT032 Adenosine (N)	-2.768	-5.872	False
AO353_09000	set5IT033 Adenine (N)	-3.186	-5.709	False
AO353_09000	set5IT034 Uridine (N)	-2.841	-6.3	False
AO353_09000	set5IT035 Inosine (N)	-2.048	-6.45	False
AO353_09000	set5IT036 Thymine (N)	-2.328	-6.301	False
AO353_09000	set5IT037 Ammonium chloride (N)	-3.345	-5.995	False
AO353_09000	set5IT038 nitrate (N)	-2.938	-7.283	False
AO353_09000	set5IT039 nitrite (N)	-2.784	-6.429	False
AO353_09000	set5IT040 Urea (N)	-3.593	-6.86	False
AO353_09000	set5IT041 outer cut, LB soft agar motility assay	-1.483	-4.43	False
AO353_09000	set6IT049 LB 10C	-1.577	-5.262	False
AO353_09000	set6IT050 LB 10C	-1.164	-5.121	False
AO353_09000	set6IT051 LB 20C	-1.844	-6.369	False
AO353_09000	set6IT052 LB 20C	-1.35	-5.021	False
AO353_09000	set6IT054 LB 30C	-1.215	-4.756	False
AO353_09000	set6IT057 Minimal media pH6	-3.357	-6.772	False
AO353_09000	set6IT058 Minimal media pH6	-3.302	-6.998	False
AO353_09000	set6IT060 Minimal media pH7	-3.775	-4.486	False
AO353_09000	set6IT061 Minimal media pH8	-2.848	-8.274	False
AO353_09000	set6IT062 Minimal media pH8	-2.944	-8.361	False
AO353_09000	set6IT063 Minimal media pH9	-2.465	-6.062	False
AO353_09000	set6IT071 4C survival; 360 hrs	-1.525	-5.194	False
AO353_09000	set6IT072 4C survival; 672 hrs	-1.713	-4.099	False
AO353_09000	set6IT082 L-Histidine (N)	-2.582	-6.777	False
AO353_09000	set6IT083 L-Lysine (N)	-2.968	-5.98	False
AO353_09000	set6IT084 L-Glutamic (N)	-2.857	-6.581	False
AO353_09000	set6IT085 L-Serine (N)	-2.781	-6.404	False
AO353_09000	set6IT086 L-Threonine (N)	-3.287	-5.88	False
AO353_09000	set6IT087 L-Glutamine (N)	-3.16	-6.991	False
AO353_09000	set6IT088 Glycine (N)	-2.544	-6.486	False
AO353_09000	set6IT090 L-Histidine (N)	-3.161	-5.654	False
AO353_09000	set6IT091 L-Lysine (N)	-2.715	-6.252	False
AO353_09000	set6IT092 L-Glutamic (N)	-2.592	-6.803	False
AO353_09000	set6IT093 L-Serine (N)	-2.796	-6.681	False
AO353_09000	set6IT094 L-Threonine (N)	-2.92	-6.461	False
AO353_09000	set6IT095 L-Glutamine (N)	-3.165	-5.663	False
AO353_09000	set6IT096 Glycine (N)	-3.039	-5.792	False
AO353_09015	set3IT093 Lomefloxacin 0.001 mM	-3.135	-4.261	False
AO353_09050	set1IT085 Cobalt chloride 0.32 mM	-1.744	-4.069	False
AO353_09050	set3IT061 Polymyxin B sulfate 4 mg/ml	-2.003	-4.357	False
AO353_09050	set3IT096 methylglyoxal 0.008 vol%	-2.964	-4.487	False
AO353_09050	set4IT077 1-ethyl-3-methylimidazolium acetate 30 mM	-1.714	-4.182	False
AO353_09050	set5IT041 outer cut, LB soft agar motility assay	-2.848	-4.326	False
AO353_09050	set6IT050 LB 10C	-1.304	-4.053	False
AO353_09050	set6IT053 LB 30C	-1.628	-4.103	False
AO353_09050	set6IT063 Minimal media pH9	-3.617	-4.927	False
AO353_09060	set5IT034 Uridine (N)	-2.715	-4.094	False
AO353_09065	set15IT088 L-Ornithine	-1.614	-5.337	False
AO353_09065	set1IT059 acetate (C)	-1.328	-5.419	False
AO353_09065	set1IT074 acetate (C)	-1.06	-4.017	False
AO353_09065	set1IT085 Cobalt chloride 0.32 mM	-1.002	-4.266	False
AO353_09065	set2IT020 D-Trehalose (C)	-1.021	-4.491	False
AO353_09070	set5IT021 L-Tryptophan (N)	-1.553	-9.287	False
AO353_09070	set5IT023 D-Alanine (N)	-1.0	-6.954	False
AO353_09070	set5IT024 Gly-DL-Asp (N)	-1.059	-6.455	False
AO353_09070	set5IT029 NAG (N)	-1.007	-6.498	False
AO353_09070	set5IT030 D-Glucosamine Hydrochloride (N)	-1.484	-8.761	False
AO353_09070	set5IT034 Uridine (N)	-1.275	-8.194	False
AO353_09070	set5IT036 Thymine (N)	-1.232	-6.907	False
AO353_09070	set5IT038 nitrate (N)	-1.302	-8.252	False
AO353_09070	set5IT039 nitrite (N)	-1.375	-8.84	False
AO353_09070	set6IT086 L-Threonine (N)	-2.125	-11.267	False
AO353_09070	set6IT088 Glycine (N)	-1.909	-10.516	False
AO353_09070	set6IT094 L-Threonine (N)	-1.775	-10.539	False
AO353_09070	set6IT096 Glycine (N)	-1.395	-8.692	False
AO353_09115	set15IT092 L-Ornithine	-1.028	-4.1	False
AO353_09115	set3IT057 nitrate 200 mM	-1.277	-4.676	False
AO353_09115	set3IT060 perchlorate 75 mM	-1.28	-6.219	False
AO353_09115	set5IT041 outer cut, LB soft agar motility assay	-1.462	-4.081	False
AO353_09115	set5IT043 outer cut, LB soft agar motility assay	-2.932	-7.075	False
AO353_09140	set6IT063 Minimal media pH9	-1.286	-5.378	False
AO353_09140	set6IT064 Minimal media pH9	-1.438	-6.207	False
AO353_09140	set6IT088 Glycine (N)	-2.466	-10.153	False
AO353_09140	set6IT096 Glycine (N)	-2.106	-8.98	False
AO353_09155	set1IT059 acetate (C)	-1.013	-4.012	False
AO353_09155	set1IT067 propionate (C)	-1.087	-5.25	False
AO353_09155	set5IT001 L-Alanine (C)	-3.236	-5.406	False
AO353_09155	set5IT002 L-Valine (C)	-3.058	-6.207	False
AO353_09155	set5IT006 L-Tryptophan (C)	-3.708	-7.114	False
AO353_09155	set5IT007 D-Serine (C)	-1.059	-4.507	False
AO353_09155	set5IT008 D-Alanine (C)	-3.939	-6.024	False
AO353_09155	set5IT012 Putrescine (C)	-2.345	-8.362	False
AO353_09155	set5IT015 Uridine (C)	-1.225	-6.356	False
AO353_09155	set5IT021 L-Tryptophan (N)	-3.678	-11.295	False
AO353_09155	set5IT023 D-Alanine (N)	-3.791	-10.08	False
AO353_09155	set5IT028 Putrescine (N)	-1.065	-4.671	False
AO353_09155	set5IT031 Parabanic Acid (N)	-2.647	-8.127	False
AO353_09155	set5IT032 Adenosine (N)	-1.473	-5.915	False
AO353_09155	set5IT033 Adenine (N)	-1.038	-4.86	False
AO353_09155	set5IT034 Uridine (N)	-3.113	-10.163	False
AO353_09155	set5IT036 Thymine (N)	-2.96	-9.972	False
AO353_09155	set6IT063 Minimal media pH9	-2.885	-8.52	False
AO353_09155	set6IT064 Minimal media pH9	-2.696	-7.132	False
AO353_09155	set6IT093 L-Serine (N)	-1.117	-5.011	False
AO353_09160	set5IT001 L-Alanine (C)	-3.358	-7.826	False
AO353_09160	set5IT006 L-Tryptophan (C)	-2.575	-11.352	False
AO353_09160	set5IT008 D-Alanine (C)	-3.42	-10.542	False
AO353_09160	set5IT012 Putrescine (C)	-1.076	-6.881	False
AO353_09160	set5IT021 L-Tryptophan (N)	-1.629	-8.23	False
AO353_09160	set5IT023 D-Alanine (N)	-2.484	-12.099	False
AO353_09190	set1IT089 Paraquat dichloride 0.032 mg/mL	-2.906	-6.758	False
AO353_09235	set15IT087 L-Ornithine	-1.272	-4.42	False
AO353_09235	set15IT088 L-Ornithine	-1.326	-4.287	False
AO353_09235	set15IT089 L-Citrulline	-1.782	-6.542	False
AO353_09235	set15IT090 L-Citrulline	-1.227	-4.251	False
AO353_09235	set15IT091 D-Glucose	-1.198	-5.005	False
AO353_09235	set15IT092 L-Ornithine	-1.947	-5.541	False
AO353_09235	set15IT094 L-Citrulline	-1.557	-4.916	False
AO353_09235	set15IT095 L-Citrulline	-1.777	-6.402	False
AO353_09235	set15IT096 D-Glucose	-1.769	-6.249	False
AO353_09235	set1IT086 copper (II) chloride 2.5 mM	-1.777	-7.771	False
AO353_09235	set1IT089 Paraquat dichloride 0.032 mg/mL	-2.137	-6.686	False
AO353_09235	set1IT093 copper (II) chloride 2.5 mM	-1.354	-6.042	False
AO353_09235	set2IT003 Thallium(I) acetate 0.008 mg/ml	-1.786	-5.851	False
AO353_09235	set2IT004 Thallium(I) acetate 0.016 mg/ml	-2.073	-5.466	False
AO353_09235	set2IT008 Thallium(I) acetate 0.008 mg/ml	-1.549	-5.449	False
AO353_09235	set2IT009 Thallium(I) acetate 0.016 mg/ml	-1.976	-6.721	False
AO353_09235	set2IT014 m-Inositol (C)	-1.073	-5.031	False
AO353_09235	set2IT015 Ethanol (C)	-2.782	-5.629	False
AO353_09235	set2IT032 m-Inositol (C)	-1.189	-5.722	False
AO353_09235	set2IT033 Ethanol (C)	-3.004	-5.393	False
AO353_09235	set3IT057 nitrate 200 mM	-2.343	-6.685	False
AO353_09235	set3IT060 perchlorate 75 mM	-1.489	-6.304	False
AO353_09235	set3IT061 Polymyxin B sulfate 4 mg/ml	-2.364	-7.609	False
AO353_09235	set3IT087 Vancomycin 1 mg/ml	-2.08	-9.19	False
AO353_09235	set4IT079 Choline Lysine 12 mM	-1.154	-5.479	False
AO353_09235	set4IT080 LB	-1.278	-5.731	False
AO353_09235	set4IT088 Benzalkonium Chloride 0.01 mg/ml	-2.06	-7.37	False
AO353_09235	set4IT089 Benzalkonium Chloride 0.012 mg/ml	-2.224	-6.718	False
AO353_09235	set5IT031 Parabanic Acid (N)	-1.492	-5.268	False
AO353_09235	set6IT072 4C survival; 672 hrs	-1.745	-6.294	False
AO353_09240	set1IT053 D-Glucose (C)	-3.67	-4.351	False
AO353_09240	set1IT054 D-Fructose (C)	-3.866	-4.584	False
AO353_09240	set1IT057 a-Ketoglutaric (C)	-3.648	-4.326	False
AO353_09240	set1IT058 D-Gluconic Acid (C)	-4.149	-4.034	False
AO353_09240	set1IT060 Fumarate (C)	-3.593	-4.899	False
AO353_09240	set1IT061 Trisodium citrate (C)	-3.402	-5.165	False
AO353_09240	set1IT064 D,L-Lactate (C)	-3.179	-4.827	False
AO353_09240	set1IT066 succinate (C)	-3.724	-4.415	False
AO353_09240	set1IT072 a-Ketoglutaric (C)	-3.532	-5.363	False
AO353_09240	set1IT076 Trisodium citrate (C)	-3.486	-4.754	False
AO353_09240	set1IT077 D-Lactate (C)	-3.411	-4.652	False
AO353_09240	set1IT078 L-Lactate (C)	-3.536	-4.822	False
AO353_09240	set1IT079 D,L-Lactate (C)	-3.558	-4.851	False
AO353_09240	set1IT080 pyruvate (C)	-2.597	-4.628	False
AO353_09240	set3IT094 D-Cycloserine 0.1 mg/ml	-2.466	-4.355	False
AO353_09240	set5IT020 L-tyrosine (N)	-3.099	-4.212	False
AO353_09240	set5IT035 Inosine (N)	-2.454	-4.046	False
AO353_09240	set6IT049 LB 10C	-1.462	-4.115	False
AO353_09240	set6IT057 Minimal media pH6	-2.938	-4.438	False
AO353_09240	set6IT062 Minimal media pH8	-3.49	-4.125	False
AO353_09240	set6IT093 L-Serine (N)	-2.621	-4.308	False
AO353_09255	set6IT064 Minimal media pH9	-1.004	-4.273	False
AO353_09260	set15IT095 L-Citrulline	-1.238	-4.521	False
AO353_09260	set1IT061 Trisodium citrate (C)	-1.284	-5.637	False
AO353_09260	set1IT067 propionate (C)	-1.74	-6.244	False
AO353_09260	set1IT082 propionate (C)	-1.958	-6.099	False
AO353_09260	set1IT091 Cobalt chloride 0.16 mM	-1.377	-6.089	False
AO353_09260	set1IT092 Cobalt chloride 0.32 mM	-1.322	-5.636	False
AO353_09260	set2IT014 m-Inositol (C)	-1.229	-4.558	False
AO353_09260	set2IT020 D-Trehalose (C)	-1.156	-4.51	False
AO353_09260	set2IT032 m-Inositol (C)	-1.211	-4.854	False
AO353_09260	set2IT038 D-Trehalose (C)	-1.337	-4.192	False
AO353_09260	set2IT045 L-Asparagine (C)	-1.034	-4.347	False
AO353_09260	set3IT083 Spectinomycin 0.15 mg/ml	-1.103	-4.935	False
AO353_09260	set3IT085 Rifampicin 0.005 mg/ml	-1.094	-4.732	False
AO353_09260	set3IT096 methylglyoxal 0.008 vol%	-1.144	-5.215	False
AO353_09260	set4IT073 acetate 68 mM	-1.429	-5.736	False
AO353_09260	set4IT085 Doxycycline hyclate 0.0002 mg/ml	-1.257	-5.394	False
AO353_09260	set4IT089 Benzalkonium Chloride 0.012 mg/ml	-1.119	-4.831	False
AO353_09260	set5IT002 L-Valine (C)	-1.833	-4.997	False
AO353_09260	set5IT003 L-Isoleucine (C)	-1.642	-5.221	False
AO353_09260	set5IT004 L-Leucine (C)	-1.914	-5.075	False
AO353_09260	set5IT005 L-Phenylalanine (C)	-1.599	-5.084	False
AO353_09260	set5IT006 L-Tryptophan (C)	-1.025	-4.085	False
AO353_09260	set5IT008 D-Alanine (C)	-1.649	-5.607	False
AO353_09260	set5IT009 L-Citrulline (C)	-1.34	-5.679	False
AO353_09260	set5IT010 Carnitine Hydrochloride (C)	-1.237	-5.105	False
AO353_09260	set5IT012 Putrescine (C)	-1.122	-4.602	False
AO353_09260	set5IT018 butyrate (C)	-1.076	-4.739	False
AO353_09260	set5IT039 nitrite (N)	-1.019	-4.905	False
AO353_09260	set6IT061 Minimal media pH8	-1.059	-4.805	False
AO353_09260	set6IT063 Minimal media pH9	-2.26	-8.331	False
AO353_09260	set6IT064 Minimal media pH9	-1.753	-6.86	False
AO353_09275	set3IT061 Polymyxin B sulfate 4 mg/ml	-2.456	-4.622	False
AO353_09275	set3IT080 Tetracycline 0.0008 mg/ml	-2.484	-4.078	False
AO353_09275	set4IT085 Doxycycline hyclate 0.0002 mg/ml	-2.199	-4.081	False
AO353_09275	set4IT087 Ceftazidime 0.12 mg/ml	-2.268	-4.134	False
AO353_09275	set5IT015 Uridine (C)	-2.171	-4.313	False
AO353_09285	set15IT089 L-Citrulline	-2.395	-9.258	False
AO353_09285	set15IT090 L-Citrulline	-1.797	-8.305	False
AO353_09285	set15IT091 D-Glucose	-2.204	-10.185	False
AO353_09285	set15IT094 L-Citrulline	-1.675	-7.597	False
AO353_09285	set15IT095 L-Citrulline	-1.839	-8.166	False
AO353_09285	set15IT096 D-Glucose	-2.197	-9.758	False
AO353_09285	set1IT053 D-Glucose (C)	-2.147	-9.238	False
AO353_09285	set1IT057 a-Ketoglutaric (C)	-2.498	-10.605	False
AO353_09285	set1IT058 D-Gluconic Acid (C)	-1.974	-10.085	False
AO353_09285	set1IT060 Fumarate (C)	-1.963	-10.275	False
AO353_09285	set1IT061 Trisodium citrate (C)	-1.299	-7.278	False
AO353_09285	set1IT062 D-Lactate (C)	-1.112	-6.352	False
AO353_09285	set1IT063 L-Lactate (C)	-1.736	-9.064	False
AO353_09285	set1IT064 D,L-Lactate (C)	-1.843	-9.127	False
AO353_09285	set1IT065 pyruvate (C)	-1.414	-7.242	False
AO353_09285	set1IT068 D-Glucose (C)	-2.354	-11.143	False
AO353_09285	set1IT072 a-Ketoglutaric (C)	-2.299	-10.268	False
AO353_09285	set1IT073 D-Gluconic Acid (C)	-2.196	-10.485	False
AO353_09285	set1IT075 Fumarate (C)	-1.9	-9.511	False
AO353_09285	set1IT076 Trisodium citrate (C)	-1.286	-7.463	False
AO353_09285	set1IT077 D-Lactate (C)	-1.308	-7.483	False
AO353_09285	set1IT078 L-Lactate (C)	-1.719	-9.737	False
AO353_09285	set1IT079 D,L-Lactate (C)	-1.823	-9.346	False
AO353_09285	set1IT084 Cobalt chloride 0.16 mM	-1.204	-7.136	False
AO353_09285	set1IT085 Cobalt chloride 0.32 mM	-2.172	-10.359	False
AO353_09285	set1IT092 Cobalt chloride 0.32 mM	-2.082	-10.344	False
AO353_09285	set2IT016 Glycerol (C)	-1.258	-7.225	False
AO353_09285	set2IT019 L-Malic (C)	-2.036	-9.87	False
AO353_09285	set2IT020 D-Trehalose (C)	-1.748	-9.43	False
AO353_09285	set2IT022 L-Histidine (C)	-2.993	-11.996	False
AO353_09285	set2IT025 L-Glutamic (C)	-2.65	-11.587	False
AO353_09285	set2IT028 L-Glutamine (C)	-2.723	-11.333	False
AO353_09285	set2IT034 Glycerol (C)	-1.03	-6.208	False
AO353_09285	set2IT037 L-Malic (C)	-2.226	-11.073	False
AO353_09285	set2IT038 D-Trehalose (C)	-1.868	-8.745	False
AO353_09285	set2IT039 L-Arginine (C)	-1.082	-6.842	False
AO353_09285	set2IT040 L-Histidine (C)	-2.473	-11.99	False
AO353_09285	set2IT043 L-Glutamic (C)	-2.444	-11.649	False
AO353_09285	set2IT044 L-Serine (C)	-2.181	-6.27	False
AO353_09285	set3IT050 L-Glutamine (C)	-2.424	-10.042	False
AO353_09285	set4IT074 1-ethyl-3-methylimidazolium lysine 10.5 mM	-1.347	-7.808	False
AO353_09285	set5IT001 L-Alanine (C)	-2.049	-7.537	False
AO353_09285	set5IT002 L-Valine (C)	-2.563	-8.643	False
AO353_09285	set5IT007 D-Serine (C)	-2.935	-9.22	False
AO353_09285	set5IT008 D-Alanine (C)	-2.094	-8.763	False
AO353_09285	set5IT009 L-Citrulline (C)	-1.6	-8.372	False
AO353_09285	set5IT010 Carnitine Hydrochloride (C)	-1.179	-6.21	False
AO353_09285	set5IT021 L-Tryptophan (N)	-1.971	-9.539	False
AO353_09285	set5IT022 D-Serine (N)	-3.724	-14.044	False
AO353_09285	set5IT023 D-Alanine (N)	-2.659	-11.877	False
AO353_09285	set5IT025 Gly-Glu (N)	-1.084	-5.928	False
AO353_09285	set5IT026 L-Citrulline (N)	-3.254	-13.86	False
AO353_09285	set5IT027 Carnitine Hydrochloride (N)	-1.627	-8.346	False
AO353_09285	set5IT028 Putrescine (N)	-2.574	-11.59	False
AO353_09285	set5IT033 Adenine (N)	-2.494	-11.64	False
AO353_09285	set5IT037 Ammonium chloride (N)	-2.854	-11.424	False
AO353_09285	set5IT038 nitrate (N)	-2.332	-11.269	False
AO353_09285	set5IT039 nitrite (N)	-1.523	-7.831	False
AO353_09285	set5IT040 Urea (N)	-1.153	-7.037	False
AO353_09285	set6IT057 Minimal media pH6	-2.726	-11.967	False
AO353_09285	set6IT058 Minimal media pH6	-3.121	-12.98	False
AO353_09285	set6IT060 Minimal media pH7	-2.861	-11.75	False
AO353_09285	set6IT061 Minimal media pH8	-2.666	-11.373	False
AO353_09285	set6IT062 Minimal media pH8	-3.424	-13.56	False
AO353_09285	set6IT081 L-Arginine (N)	-3.007	-11.951	False
AO353_09285	set6IT082 L-Histidine (N)	-3.241	-12.185	False
AO353_09285	set6IT084 L-Glutamic (N)	-2.598	-10.152	False
AO353_09285	set6IT085 L-Serine (N)	-3.3	-12.84	False
